
time,gFx,gFy,gFz,wx,wy,wz,
4.676368,0.0428,0.2846,0.9383,-0.1499,-0.0245,-0.0082,
4.678347,0.0428,0.2846,0.9383,-0.1499,-0.0245,-0.0082,
4.679343,0.0371,0.2907,0.9508,-0.1499,-0.0245,-0.0082,
4.680352,0.0384,0.2951,0.9506,-0.1499,-0.0245,-0.0082,
4.681936,0.0432,0.3044,0.9547,-0.1499,-0.0245,-0.0082,
4.735485,0.0432,0.3044,0.9547,-0.0924,-0.0199,0.0540,
4.737377,0.0432,0.3044,0.9547,-0.0924,-0.0199,0.0540,
4.738579,0.0494,0.3164,0.9525,-0.0924,-0.0199,0.0540,
4.739792,0.0537,0.3183,0.9415,-0.0924,-0.0199,0.0540,
4.740962,0.0428,0.3232,0.9366,-0.0924,-0.0199,0.0540,
4.759043,0.0337,0.3239,0.9386,-0.0924,-0.0199,0.0540,
4.814001,0.0337,0.3239,0.9386,-0.0924,-0.0199,0.0540,
4.815589,0.0337,0.3239,0.9386,-0.0225,-0.0389,-0.0369,
4.816652,0.0330,0.3322,0.9415,-0.0225,-0.0389,-0.0369,
4.817863,0.0415,0.3335,0.9484,-0.0225,-0.0389,-0.0369,
4.818911,0.0515,0.3347,0.9496,-0.0225,-0.0389,-0.0369,
4.872774,0.0589,0.3354,0.9366,-0.0225,-0.0389,-0.0369,
4.874705,0.0535,0.3459,0.9369,-0.0225,-0.0389,-0.0369,
4.876011,0.0479,0.3464,0.9447,-0.0225,-0.0389,-0.0369,
4.877126,0.0479,0.3464,0.9447,-0.0225,-0.0389,-0.0369,
4.878165,0.0479,0.3464,0.9447,-0.0189,0.0044,0.0981,
4.892296,0.0132,0.3484,0.9843,-0.0189,0.0044,0.0981,
4.951547,0.0132,0.3484,0.9843,-0.1374,0.1625,0.1159,
4.953396,0.0132,0.3484,0.9843,-0.1374,0.1625,0.1159,
4.954670,-0.0093,0.3606,1.0097,-0.1374,0.1625,0.1159,
4.955706,-0.0029,0.3677,1.0380,-0.1374,0.1625,0.1159,
4.956844,0.0721,0.3344,1.1260,-0.1374,0.1625,0.1159,
5.010193,0.0721,0.3344,1.1260,-0.1022,-0.0315,0.1008,
5.011912,0.1214,0.3054,1.1343,-0.1022,-0.0315,0.1008,
5.013349,0.1070,0.2692,1.1389,-0.1022,-0.0315,0.1008,
5.014767,0.1070,0.2692,1.1389,-0.1022,-0.0315,0.1008,
5.025134,0.0689,0.2575,1.1201,-0.1022,-0.0315,0.1008,
5.068615,0.0596,0.2492,1.0910,-0.1022,-0.0315,0.1008,
5.070034,0.0491,0.2653,1.0466,-0.1022,-0.0315,0.1008,
5.071103,0.0298,0.2880,1.0097,-0.1022,-0.0315,0.1008,
5.072179,0.0298,0.2880,1.0097,0.2471,0.0267,-0.1090,
5.073354,0.0298,0.2880,1.0097,0.2471,0.0267,-0.1090,
5.092616,-0.0005,0.2958,0.9821,0.2471,0.0267,-0.1090,
5.094125,-0.0005,0.2958,0.9821,0.2471,0.0267,-0.1090,
5.147731,-0.0349,0.2577,0.9830,0.2471,0.0267,-0.1090,
5.150081,-0.0459,0.2145,1.0165,0.2471,0.0267,-0.1090,
5.151577,-0.0501,0.2020,1.0248,0.2471,0.0267,-0.1090,
5.152884,-0.0501,0.2020,1.0248,0.2471,0.0267,-0.1090,
5.154039,-0.0501,0.2020,1.0248,0.3560,0.4804,0.0483,
5.168218,-0.0418,0.1925,0.9977,0.3560,0.4804,0.0483,
5.224974,-0.0418,0.1925,0.9977,0.1082,0.3547,0.1826,
5.226921,-0.0472,0.2035,0.9882,0.1082,0.3547,0.1826,
5.228122,-0.0613,0.2025,1.0041,0.1082,0.3547,0.1826,
5.229267,-0.0652,0.1940,0.9718,0.1082,0.3547,0.1826,
5.230692,-0.0652,0.1940,0.9718,0.1082,0.3547,0.1826,
5.284942,-0.0652,0.1940,0.9718,0.0864,0.3111,0.3373,
5.287221,-0.0652,0.1940,0.9718,0.0864,0.3111,0.3373,
5.288368,-0.0711,0.2101,0.9725,0.0864,0.3111,0.3373,
5.289925,-0.0599,0.2282,0.9579,0.0864,0.3111,0.3373,
5.291473,-0.0476,0.2230,0.9422,0.0864,0.3111,0.3373,
5.343727,-0.0623,0.2245,0.9430,0.0864,0.3111,0.3373,
5.345420,-0.0591,0.2226,0.9506,0.0864,0.3111,0.3373,
5.346854,-0.0542,0.2282,0.9515,0.0864,0.3111,0.3373,
5.347996,-0.0542,0.2282,0.9515,0.1075,0.0987,0.2621,
5.348997,-0.0542,0.2282,0.9515,0.1075,0.0987,0.2621,
5.402798,-0.0354,0.2272,0.9537,0.1075,0.0987,0.2621,
5.404755,-0.0384,0.2311,0.9469,0.1075,0.0987,0.2621,
5.405862,-0.0384,0.2311,0.9469,-0.1167,0.0029,0.1120,
5.407105,-0.0384,0.2311,0.9469,-0.1167,0.0029,0.1120,
5.408189,-0.0437,0.2362,0.9413,-0.1167,0.0029,0.1120,
5.425941,-0.0435,0.2423,0.9400,-0.1167,0.0029,0.1120,
5.480908,-0.0232,0.2555,0.9603,-0.1167,0.0029,0.1120,
5.483004,-0.0212,0.2695,0.9332,-0.1167,0.0029,0.1120,
5.484409,-0.0330,0.2787,0.9312,-0.1167,0.0029,0.1120,
5.485550,-0.0330,0.2787,0.9312,-0.1167,0.0029,0.1120,
5.486632,-0.0330,0.2787,0.9312,-0.2494,-0.0076,-0.0348,
5.539986,-0.0432,0.2668,0.9352,-0.2494,-0.0076,-0.0348,
5.541695,-0.0472,0.2612,0.9261,-0.2494,-0.0076,-0.0348,
5.543189,-0.0599,0.2660,0.9420,-0.2494,-0.0076,-0.0348,
5.544429,-0.0599,0.2660,0.9420,-0.2494,-0.0076,-0.0348,
5.545365,-0.0599,0.2660,0.9420,0.0134,-0.0033,-0.2882,
5.559004,-0.0508,0.2719,0.9410,0.0134,-0.0033,-0.2882,
5.560747,-0.0508,0.2719,0.9410,0.0134,-0.0033,-0.2882,
5.619859,-0.0508,0.2719,0.9410,0.0704,-0.0784,-0.3057,
5.622001,-0.0261,0.2912,0.9525,0.0704,-0.0784,-0.3057,
5.622770,-0.0095,0.2929,0.9528,0.0704,-0.0784,-0.3057,
5.623279,-0.0247,0.2917,0.9437,0.0704,-0.0784,-0.3057,
5.623929,-0.0247,0.2917,0.9437,0.0704,-0.0784,-0.3057,
5.676307,-0.0247,0.2917,0.9437,-0.1310,-0.1048,-0.2650,
5.678014,-0.0247,0.2917,0.9437,-0.1310,-0.1048,-0.2650,
5.678430,-0.0623,0.2846,0.9659,-0.1310,-0.1048,-0.2650,
5.678844,-0.0664,0.2863,0.9616,-0.1310,-0.1048,-0.2650,
5.679342,-0.0743,0.3007,0.9623,-0.1310,-0.1048,-0.2650,
5.735540,-0.0743,0.3007,0.9623,-0.1900,-0.0753,-0.2968,
5.737512,-0.0794,0.3024,0.9667,-0.1900,-0.0753,-0.2968,
5.738931,-0.0887,0.2868,0.9681,-0.1900,-0.0753,-0.2968,
5.739935,-0.0982,0.2660,0.9987,-0.1900,-0.0753,-0.2968,
5.740893,-0.0982,0.2660,0.9987,-0.1900,-0.0753,-0.2968,
5.758578,-0.0936,0.2514,0.9965,-0.1900,-0.0753,-0.2968,
5.814862,-0.0953,0.2565,1.0024,-0.1900,-0.0753,-0.2968,
5.816658,-0.0821,0.2577,1.0060,-0.1900,-0.0753,-0.2968,
5.817975,-0.0821,0.2577,1.0060,-0.1900,-0.0753,-0.2968,
5.819133,-0.0821,0.2577,1.0060,-0.1335,-0.0660,-0.2281,
5.820412,-0.1024,0.2946,0.9872,-0.1335,-0.0660,-0.2281,
5.872322,-0.0906,0.3239,1.0063,-0.1335,-0.0660,-0.2281,
5.873833,-0.0220,0.3134,1.0705,-0.1335,-0.0660,-0.2281,
5.874458,-0.0220,0.3134,1.0705,-0.1335,-0.0660,-0.2281,
5.874884,0.0073,0.2648,1.1008,-0.1335,-0.0660,-0.2281,
5.875416,0.0073,0.2648,1.1008,0.0766,0.0366,-0.0722,
5.891708,-0.0161,0.2355,1.1118,0.0766,0.0366,-0.0722,
5.950561,-0.0161,0.2355,1.1118,0.2963,-0.1898,-0.4169,
5.951655,-0.0584,0.2392,1.0957,0.2963,-0.1898,-0.4169,
5.952117,-0.0985,0.2377,1.1221,0.2963,-0.1898,-0.4169,
5.952559,-0.0750,0.2062,1.1526,0.2963,-0.1898,-0.4169,
5.952984,-0.0750,0.2062,1.1526,0.2963,-0.1898,-0.4169,
6.009472,-0.0318,0.1871,1.1460,0.2963,-0.1898,-0.4169,
6.011015,0.0020,0.1954,1.0964,0.2963,-0.1898,-0.4169,
6.011727,0.0020,0.1954,1.0964,0.1897,0.0507,-0.3807,
6.012525,0.0020,0.1954,1.0964,0.1897,0.0507,-0.3807,
6.024878,0.0159,0.2162,1.0241,0.1897,0.0507,-0.3807,
6.070090,-0.0002,0.2274,0.9606,0.1897,0.0507,-0.3807,
6.071702,-0.0249,0.2189,0.9210,0.1897,0.0507,-0.3807,
6.072852,-0.0249,0.2189,0.9210,0.3773,0.0427,-0.2524,
6.074150,-0.0249,0.2189,0.9210,0.3773,0.0427,-0.2524,
6.088576,-0.0347,0.2216,0.8826,0.3773,0.0427,-0.2524,
6.092801,-0.0635,0.2294,0.8690,0.3773,0.0427,-0.2524,
6.093882,-0.0635,0.2294,0.8690,0.3773,0.0427,-0.2524,
6.148657,-0.0635,0.2294,0.8690,0.2755,0.2223,-0.2490,
6.150763,-0.0747,0.2228,0.8731,0.2755,0.2223,-0.2490,
6.152048,-0.0830,0.2257,0.9041,0.2755,0.2223,-0.2490,
6.153442,-0.0738,0.2150,0.9244,0.2755,0.2223,-0.2490,
6.154992,-0.0738,0.2150,0.9244,0.2755,0.2223,-0.2490,
6.168101,-0.0801,0.2240,0.9286,0.2755,0.2223,-0.2490,
6.226125,-0.0801,0.2240,0.9286,0.0188,0.0009,-0.1281,
6.227859,-0.0691,0.2296,0.9247,0.0188,0.0009,-0.1281,
6.229596,-0.0513,0.2531,0.9405,0.0188,0.0009,-0.1281,
6.230996,-0.0403,0.2626,0.9489,0.0188,0.0009,-0.1281,
6.231869,-0.0403,0.2626,0.9489,0.0188,0.0009,-0.1281,
6.283731,-0.0403,0.2626,0.9489,-0.0812,-0.0421,0.1205,
6.284914,-0.0489,0.2528,0.9508,-0.0812,-0.0421,0.1205,
6.285540,-0.0601,0.2484,0.9659,-0.0812,-0.0421,0.1205,
6.286150,-0.0349,0.2506,0.9725,-0.0812,-0.0421,0.1205,
6.286721,-0.0349,0.2506,0.9725,-0.0812,-0.0421,0.1205,
6.345164,-0.0349,0.2506,0.9725,-0.1435,-0.0457,0.2629,
6.347852,-0.0349,0.2506,0.9725,-0.1435,-0.0457,0.2629,
6.348859,0.0017,0.2761,0.9786,-0.1435,-0.0457,0.2629,
6.350052,0.0125,0.2790,0.9843,-0.1435,-0.0457,0.2629,
6.351109,-0.0042,0.2590,0.9845,-0.1435,-0.0457,0.2629,
6.403337,-0.0232,0.2482,0.9879,-0.1435,-0.0457,0.2629,
6.404929,-0.0215,0.2414,0.9659,-0.1435,-0.0457,0.2629,
6.406058,-0.0127,0.2436,0.9515,-0.1435,-0.0457,0.2629,
6.407239,-0.0127,0.2436,0.9515,-0.1451,-0.0361,0.1513,
6.408762,-0.0127,0.2436,0.9515,-0.1451,-0.0361,0.1513,
6.425697,-0.0134,0.2545,0.9452,-0.1451,-0.0361,0.1513,
6.481404,-0.0139,0.2001,0.9691,-0.1451,-0.0361,0.1513,
6.482214,-0.0403,0.2216,1.1162,-0.1451,-0.0361,0.1513,
6.482557,-0.0349,0.1883,1.0407,-0.1451,-0.0361,0.1513,
6.482953,-0.0349,0.1883,1.0407,-0.1451,-0.0361,0.1513,
6.483297,-0.0349,0.1883,1.0407,-0.3173,0.1056,0.1931,
6.539542,-0.0349,0.1883,1.0407,-0.3173,0.1056,0.1931,
6.540052,-0.0349,0.1883,1.0407,0.0441,-0.0560,0.0562,
6.540554,-0.0276,0.2172,1.0058,0.0441,-0.0560,0.0562,
6.541000,0.0095,0.2145,0.9474,0.0441,-0.0560,0.0562,
6.541409,-0.0024,0.2160,0.9630,0.0441,-0.0560,0.0562,
6.559893,-0.0024,0.2160,0.9630,0.0441,-0.0560,0.0562,
6.560279,-0.0381,0.2274,0.9730,0.0441,-0.0560,0.0562,
