time,gFx,gFy,gFz,wx,wy,wz,
7.962029,0.0182,0.1702,0.9841,-0.1382,0.0601,0.9246,
8.018857,0.0182,0.1702,0.9841,-0.1755,0.0696,0.8074,
8.021252,0.0182,0.1702,0.9841,-0.1755,0.0696,0.8074,
8.022176,0.0434,0.1838,0.9779,-0.1755,0.0696,0.8074,
8.076804,0.0434,0.1838,0.9779,-0.1755,0.0696,0.8074,
8.078255,0.0434,0.1838,0.9779,-0.0127,0.0403,0.6296,
8.136661,0.0434,0.1838,0.9779,-0.0127,0.0403,0.6296,
8.138239,0.0434,0.1838,0.9779,0.1890,0.1311,0.5128,
8.139911,0.0230,0.2461,0.9445,0.1890,0.1311,0.5128,
8.195230,-0.0312,0.2625,1.0068,0.1890,0.1311,0.5128,
8.196985,-0.0312,0.2625,1.0068,0.1514,0.1148,0.3933,
8.198365,-0.0312,0.2625,1.0068,0.1514,0.1148,0.3933,
8.254048,-0.0229,0.2741,1.0447,0.1514,0.1148,0.3933,
8.255998,-0.0229,0.2741,1.0447,0.1514,0.1148,0.3933,
8.257004,-0.0229,0.2741,1.0447,0.1055,-0.0056,0.3189,
8.312926,0.0289,0.1452,1.2148,0.1055,-0.0056,0.3189,
8.314643,0.0289,0.1452,1.2148,0.1055,-0.0056,0.3189,
8.315768,0.0289,0.1452,1.2148,-0.0454,-0.1392,0.2691,
8.372625,0.0314,0.0850,1.1450,-0.0454,-0.1392,0.2691,
8.374498,0.0314,0.0850,1.1450,-0.0454,-0.1392,0.2691,
8.375454,0.0314,0.0850,1.1450,0.4210,0.2898,0.3868,
8.429597,0.0314,0.0850,1.1450,0.4210,0.2898,0.3868,
8.430946,-0.0133,0.1304,0.9421,0.4210,0.2898,0.3868,
8.489425,0.0052,0.0487,0.9962,0.4210,0.2898,0.3868,
8.491257,0.0052,0.0487,0.9962,0.4210,0.2898,0.3868,
8.492509,0.0052,0.0487,0.9962,0.3409,0.2111,0.5769,
8.548405,-0.0097,0.0646,1.0505,0.3409,0.2111,0.5769,
8.550181,-0.0097,0.0646,1.0505,0.3409,0.2111,0.5769,
8.551122,-0.0097,0.0646,1.0505,-0.2637,-0.0206,0.2549,
8.606258,-0.0097,0.0646,1.0505,-0.2637,-0.0206,0.2549,
8.607847,-0.0097,0.0646,1.0505,0.2406,0.2459,0.4777,
8.666127,-0.0698,0.1158,0.9183,0.2406,0.2459,0.4777,
8.668409,-0.0698,0.1158,0.9183,0.2406,0.2459,0.4777,
8.669435,-0.0698,0.1158,0.9183,-0.0841,0.2453,0.8225,
8.725070,-0.0841,0.1331,0.9493,-0.0841,0.2453,0.8225,
8.726830,-0.0841,0.1331,0.9493,-0.1021,0.2395,0.9138,
8.728456,-0.0841,0.1331,0.9493,-0.1021,0.2395,0.9138,
8.784199,-0.0841,0.1331,0.9493,-0.0725,0.2045,1.0554,
8.786094,-0.0668,0.1369,1.0015,-0.0725,0.2045,1.0554,
8.787536,-0.0668,0.1369,1.0015,-0.0725,0.2045,1.0554,
8.842363,-0.0427,0.1537,1.0013,-0.0725,0.2045,1.0554,
8.843823,-0.0427,0.1537,1.0013,-0.0464,0.3091,1.2225,
8.844844,-0.0427,0.1537,1.0013,-0.0464,0.3091,1.2225,
8.900666,-0.0212,0.1720,0.9606,-0.0464,0.3091,1.2225,
8.902302,-0.0212,0.1720,0.9606,-0.0464,0.3091,1.2225,
8.960449,-0.0212,0.1720,0.9606,-0.1122,0.2424,1.2606,
8.962349,0.0282,0.2051,0.9985,-0.1122,0.2424,1.2606,
8.963970,0.0282,0.2051,0.9985,-0.1122,0.2424,1.2606,
9.018098,0.0282,0.2051,0.9985,0.0522,0.1423,1.2494,
9.020036,0.0476,0.2229,1.0092,0.0522,0.1423,1.2494,
9.021408,0.0476,0.2229,1.0092,0.0522,0.1423,1.2494,
9.077591,0.0476,0.2229,1.0092,-0.0234,0.1027,1.1225,
9.079536,0.0269,0.2160,1.1467,-0.0234,0.1027,1.1225,
9.081192,0.0269,0.2160,1.1467,-0.0234,0.1027,1.1225,
9.136246,0.0269,0.2160,1.1467,-0.0234,0.1027,1.1225,
9.137884,0.0269,0.2160,1.1467,-0.0015,0.1045,0.9419,
9.194660,0.0269,0.2160,1.1467,0.2030,0.2438,0.9218,
9.195905,0.0269,0.2160,1.1467,0.2030,0.2438,0.9218,
9.196508,-0.0179,0.1510,1.1172,0.2030,0.2438,0.9218,
9.254597,-0.0070,0.1176,1.0877,0.2030,0.2438,0.9218,
9.257015,-0.0070,0.1176,1.0877,0.2388,0.2243,0.9751,
9.258170,-0.0070,0.1176,1.0877,0.2388,0.2243,0.9751,
9.312973,-0.0775,0.0780,1.0118,0.2388,0.2243,0.9751,
9.315064,-0.0775,0.0780,1.0118,0.3774,0.1974,1.0439,
9.316896,-0.0775,0.0780,1.0118,0.3774,0.1974,1.0439,
9.372711,-0.0775,0.0780,1.0118,0.2198,0.1526,1.2059,
9.374711,-0.0775,0.0780,1.0118,0.2198,0.1526,1.2059,
9.375932,-0.0653,0.0149,1.0039,0.2198,0.1526,1.2059,
9.430633,-0.0653,0.0149,1.0039,0.2198,0.1526,1.2059,
9.432202,-0.0451,0.0276,0.9877,0.2198,0.1526,1.2059,
9.490456,-0.0451,0.0276,0.9877,-0.0365,0.2114,1.1148,
9.492602,-0.0152,0.0715,0.9499,-0.0365,0.2114,1.1148,
9.493899,-0.0152,0.0715,0.9499,-0.0365,0.2114,1.1148,
9.549067,0.0123,0.1011,0.9527,-0.0365,0.2114,1.1148,
9.550950,0.0123,0.1011,0.9527,-0.0939,0.2205,1.0701,
9.552656,0.0123,0.1011,0.9527,-0.0939,0.2205,1.0701,
9.607326,0.0123,0.1011,0.9527,-0.1552,0.1290,0.8718,
9.609337,0.0123,0.1011,0.9527,-0.1552,0.1290,0.8718,
9.666804,0.0581,0.1320,0.9763,-0.1552,0.1290,0.8718,
9.668793,0.0581,0.1320,0.9763,0.0276,0.2298,0.6710,
9.670121,0.0581,0.1320,0.9763,0.0276,0.2298,0.6710,
9.725837,0.0569,0.1549,1.0148,0.0276,0.2298,0.6710,
9.728153,0.0569,0.1549,1.0148,0.0276,0.2298,0.6710,
9.729145,0.0569,0.1549,1.0148,-0.0683,0.1583,0.5342,
9.784838,0.0649,0.1279,1.0356,-0.0683,0.1583,0.5342,
9.786587,0.0649,0.1279,1.0356,-0.0683,0.1583,0.5342,
9.787473,0.0649,0.1279,1.0356,0.0032,0.1629,0.3274,
9.843552,0.0649,0.1279,1.0356,0.2204,0.0815,0.0716,
9.845308,0.0649,0.1279,1.0356,0.2204,0.0815,0.0716,
9.846229,0.0610,0.1595,1.0034,0.2204,0.0815,0.0716,
9.901349,0.0444,0.1870,1.0214,0.2204,0.0815,0.0716,
9.903192,0.0444,0.1870,1.0214,0.2204,0.0815,0.0716,
9.961373,0.0444,0.1870,1.0214,-0.0990,-0.0882,-0.1322,
9.963380,0.0444,0.1870,1.0214,-0.0990,-0.0882,-0.1322,
9.964570,0.0425,0.1330,1.0631,-0.0990,-0.0882,-0.1322,
10.020148,0.0425,0.1330,1.0631,-0.1223,-0.0019,-0.2787,
10.021894,0.0284,0.2049,0.9595,-0.1223,-0.0019,-0.2787,
10.023290,0.0284,0.2049,0.9595,-0.1223,-0.0019,-0.2787,
10.078075,0.0284,0.2049,0.9595,0.1329,0.0016,-0.1474,
10.080055,0.0284,0.2049,0.9595,0.1329,0.0016,-0.1474,
10.081078,-0.0008,0.1560,1.0049,0.1329,0.0016,-0.1474,
10.136959,-0.0008,0.1560,1.0049,-0.1130,-0.0688,-0.1085,
10.138857,-0.0008,0.1560,1.0049,-0.1130,-0.0688,-0.1085,
10.196317,0.0185,0.1497,0.9919,-0.1130,-0.0688,-0.1085,
10.197016,0.0185,0.1497,0.9919,-0.1456,0.2339,-0.1277,
10.197431,0.0185,0.1497,0.9919,-0.1456,0.2339,-0.1277,
10.255338,-0.0195,0.1641,1.0012,-0.1456,0.2339,-0.1277,
10.256074,-0.0195,0.1641,1.0012,0.1119,0.0935,-0.1569,
10.256535,-0.0195,0.1641,1.0012,0.1119,0.0935,-0.1569,
